id,vehicle_id,assembly_stage,cycle_time_mins,defect_detected,recorded_at
1515,11,Painting,25,false,2025-10-05 00:00:00
1516,6,Quality Inspection,100,false,2025-04-08 00:00:00
1517,10,Welding,115,false,2025-01-31 00:00:00
1518,6,Battery Integration,21,false,2025-02-11 00:00:00
1519,6,Final Assembly,119,false,2025-08-20 00:00:00
1520,1,Drive Unit Install,97,false,2025-02-07 00:00:00
1521,10,Painting,22,false,2025-11-28 00:00:00
1522,1,Stamping,26,false,2025-01-21 00:00:00
1523,4,Battery Integration,19,false,2026-02-07 00:00:00
1524,11,Stamping,18,false,2025-11-03 00:00:00
1525,11,Quality Inspection,73,false,2025-01-07 00:00:00
1526,4,Drive Unit Install,49,false,2025-02-07 00:00:00
1527,10,Painting,94,true,2025-06-26 00:00:00
1528,10,Drive Unit Install,79,false,2025-12-09 00:00:00
1529,11,Stamping,15,false,2025-11-28 00:00:00
1530,4,Welding,49,false,2025-02-09 00:00:00
1531,4,Battery Integration,35,false,2025-03-23 00:00:00
1532,1,Painting,60,false,2026-01-11 00:00:00
1533,3,Welding,37,false,2025-01-06 00:00:00
1534,9,Quality Inspection,105,false,2025-06-21 00:00:00
1535,1,Quality Inspection,70,false,2025-09-15 00:00:00
1536,9,Battery Integration,54,false,2025-04-12 00:00:00
1537,11,Welding,24,false,2026-02-15 00:00:00
1538,3,Painting,102,false,2025-09-16 00:00:00
1539,8,Painting,101,false,2025-06-26 00:00:00
1540,10,Welding,55,false,2025-07-14 00:00:00
1541,2,Drive Unit Install,89,false,2026-01-16 00:00:00
1542,8,Stamping,94,false,2025-10-20 00:00:00
1543,1,Battery Integration,66,false,2025-02-22 00:00:00
1544,9,Battery Integration,68,false,2025-02-02 00:00:00
1545,2,Drive Unit Install,23,false,2025-09-03 00:00:00
1546,6,Stamping,119,false,2026-02-19 00:00:00
1547,6,Painting,55,false,2026-01-01 00:00:00
1548,5,Painting,100,false,2025-05-01 00:00:00
1549,6,Battery Integration,48,false,2026-04-03 00:00:00
1550,4,Final Assembly,101,false,2025-05-03 00:00:00
1551,2,Stamping,74,false,2025-07-29 00:00:00
1552,4,Welding,56,false,2026-01-09 00:00:00
1553,2,Quality Inspection,57,false,2026-02-12 00:00:00
1554,4,Stamping,87,false,2025-07-19 00:00:00
1555,7,Quality Inspection,58,false,2025-02-05 00:00:00
1556,7,Stamping,51,false,2026-03-13 00:00:00
1557,11,Battery Integration,39,false,2025-04-13 00:00:00
1558,4,Stamping,112,false,2025-07-18 00:00:00
1559,2,Quality Inspection,30,false,2025-02-23 00:00:00
1560,10,Battery Integration,106,false,2025-02-16 00:00:00
1561,11,Quality Inspection,42,false,2025-04-07 00:00:00
1562,7,Stamping,91,false,2025-04-15 00:00:00
1563,8,Stamping,27,false,2025-05-25 00:00:00
1564,8,Painting,110,false,2025-10-27 00:00:00
1565,7,Quality Inspection,118,false,2025-04-18 00:00:00
1566,10,Final Assembly,113,true,2026-02-15 00:00:00
1567,9,Painting,27,false,2025-10-06 00:00:00
1568,9,Welding,93,false,2025-07-04 00:00:00
1569,4,Drive Unit Install,76,false,2025-07-15 00:00:00
1570,1,Painting,110,false,2026-03-23 00:00:00
1571,2,Quality Inspection,93,false,2025-03-23 00:00:00
1572,9,Quality Inspection,91,false,2025-03-03 00:00:00
1573,1,Final Assembly,103,true,2025-01-23 00:00:00
1574,6,Painting,54,false,2025-10-02 00:00:00
1575,9,Stamping,115,false,2026-03-07 00:00:00
1576,7,Stamping,61,false,2026-04-20 00:00:00
1577,4,Drive Unit Install,75,false,2026-04-08 00:00:00
1578,10,Quality Inspection,110,false,2025-12-03 00:00:00
1579,4,Quality Inspection,55,false,2026-04-22 00:00:00
1580,10,Drive Unit Install,46,false,2025-01-18 00:00:00
1581,9,Painting,56,true,2026-02-12 00:00:00
1582,4,Quality Inspection,37,false,2025-06-04 00:00:00
1583,9,Battery Integration,85,false,2025-10-18 00:00:00
1584,4,Welding,51,false,2026-04-15 00:00:00
1585,9,Quality Inspection,63,false,2025-08-21 00:00:00
1586,8,Battery Integration,95,false,2025-12-26 00:00:00
1587,8,Welding,101,false,2026-02-07 00:00:00
1588,5,Final Assembly,102,false,2025-08-11 00:00:00
1589,6,Battery Integration,117,false,2025-02-04 00:00:00
1590,4,Welding,53,false,2025-05-29 00:00:00
1591,6,Final Assembly,69,false,2026-02-27 00:00:00
1592,11,Quality Inspection,95,false,2025-10-01 00:00:00
1593,5,Stamping,104,false,2025-12-05 00:00:00
1594,8,Drive Unit Install,43,false,2026-01-05 00:00:00
1595,8,Stamping,43,false,2026-02-11 00:00:00
1596,4,Quality Inspection,69,false,2025-08-31 00:00:00
1597,9,Drive Unit Install,74,false,2025-05-23 00:00:00
1598,4,Welding,115,false,2025-03-11 00:00:00
1599,11,Final Assembly,17,false,2025-05-07 00:00:00
1600,3,Welding,49,false,2025-06-24 00:00:00
1601,4,Final Assembly,60,false,2025-07-07 00:00:00
1602,9,Painting,98,false,2026-02-07 00:00:00
1603,4,Battery Integration,92,false,2026-02-17 00:00:00
1604,11,Welding,23,false,2025-09-09 00:00:00
1605,2,Final Assembly,38,false,2025-10-08 00:00:00
1606,2,Quality Inspection,24,false,2025-08-22 00:00:00
1607,1,Painting,74,false,2025-11-14 00:00:00
1608,9,Stamping,106,false,2025-02-22 00:00:00
1609,10,Battery Integration,16,false,2025-01-12 00:00:00
1610,1,Quality Inspection,63,false,2025-03-31 00:00:00
1611,2,Battery Integration,87,false,2025-08-09 00:00:00
1612,6,Drive Unit Install,77,false,2025-04-20 00:00:00
1613,11,Welding,99,false,2025-07-19 00:00:00
1614,4,Painting,43,false,2026-01-16 00:00:00
1615,8,Battery Integration,81,false,2026-02-08 00:00:00
1616,3,Quality Inspection,88,false,2025-05-12 00:00:00
1617,7,Welding,100,false,2025-09-19 00:00:00
1618,9,Final Assembly,80,false,2025-06-14 00:00:00
1619,10,Drive Unit Install,99,false,2026-03-27 00:00:00
1620,3,Quality Inspection,97,false,2026-03-31 00:00:00
1621,6,Drive Unit Install,89,false,2025-06-14 00:00:00
1622,11,Stamping,110,false,2025-01-07 00:00:00
1623,10,Battery Integration,32,false,2025-12-17 00:00:00
1624,11,Final Assembly,120,false,2025-04-08 00:00:00
1625,10,Welding,21,false,2026-02-01 00:00:00
1626,3,Battery Integration,69,false,2025-12-17 00:00:00
1627,8,Final Assembly,21,false,2025-07-18 00:00:00
1628,2,Battery Integration,33,false,2026-03-02 00:00:00
1629,6,Stamping,72,false,2025-02-20 00:00:00
1630,9,Welding,31,false,2026-03-26 00:00:00
1631,3,Painting,34,false,2025-10-10 00:00:00
1632,3,Painting,101,false,2025-05-16 00:00:00
1633,3,Stamping,35,false,2025-05-13 00:00:00
1634,10,Painting,110,false,2025-09-15 00:00:00
1635,4,Battery Integration,120,false,2025-10-18 00:00:00
1636,4,Painting,83,false,2025-09-28 00:00:00
1637,3,Final Assembly,36,false,2025-11-30 00:00:00
1638,1,Quality Inspection,98,false,2025-05-18 00:00:00
1639,6,Welding,118,false,2026-01-09 00:00:00
1640,5,Welding,118,false,2026-01-24 00:00:00
1641,10,Battery Integration,47,false,2025-12-19 00:00:00
1642,1,Drive Unit Install,95,false,2025-03-11 00:00:00
1643,9,Welding,117,false,2026-02-13 00:00:00
1644,8,Stamping,43,false,2025-11-08 00:00:00
1645,2,Drive Unit Install,35,false,2025-08-01 00:00:00
1646,1,Painting,75,false,2026-01-12 00:00:00
1647,1,Welding,65,false,2025-11-07 00:00:00
1648,7,Drive Unit Install,115,false,2025-12-16 00:00:00
1649,6,Battery Integration,44,false,2025-03-30 00:00:00
1650,3,Final Assembly,19,false,2025-01-21 00:00:00
1651,9,Painting,56,false,2025-01-30 00:00:00
1652,10,Welding,66,false,2025-02-22 00:00:00
1653,3,Drive Unit Install,46,false,2025-07-18 00:00:00
1654,4,Stamping,31,false,2025-10-31 00:00:00
1655,9,Battery Integration,63,false,2026-02-20 00:00:00
1656,6,Stamping,42,false,2025-11-25 00:00:00
1657,2,Battery Integration,87,false,2025-09-05 00:00:00
1658,1,Final Assembly,99,false,2025-03-03 00:00:00
1659,8,Battery Integration,16,false,2025-04-13 00:00:00
1660,3,Stamping,25,false,2025-09-25 00:00:00
1661,7,Painting,21,false,2025-12-20 00:00:00
1662,9,Battery Integration,33,false,2025-09-03 00:00:00
1663,7,Welding,80,false,2025-02-26 00:00:00
1664,6,Welding,48,false,2025-05-17 00:00:00
1665,4,Final Assembly,100,false,2025-10-03 00:00:00
1666,11,Quality Inspection,78,false,2026-04-01 00:00:00
1667,3,Drive Unit Install,88,false,2026-04-15 00:00:00
1668,11,Battery Integration,91,false,2025-01-22 00:00:00
1669,2,Final Assembly,43,false,2025-03-24 00:00:00
1670,6,Stamping,31,false,2025-01-23 00:00:00
1671,6,Welding,75,false,2025-07-27 00:00:00
1672,6,Final Assembly,40,false,2025-09-19 00:00:00
1673,8,Painting,101,false,2025-05-22 00:00:00
1674,5,Welding,105,false,2026-02-11 00:00:00
1675,9,Quality Inspection,96,false,2025-08-14 00:00:00
1676,7,Drive Unit Install,99,false,2025-10-31 00:00:00
1677,11,Painting,77,false,2025-12-09 00:00:00
1678,9,Drive Unit Install,116,false,2025-12-10 00:00:00
1679,9,Quality Inspection,47,false,2025-07-21 00:00:00
1680,6,Quality Inspection,108,false,2025-10-01 00:00:00
1681,3,Battery Integration,52,false,2025-07-26 00:00:00
1682,6,Quality Inspection,81,false,2025-02-20 00:00:00
1683,7,Battery Integration,58,false,2026-03-12 00:00:00
1684,5,Painting,48,false,2025-11-30 00:00:00
1685,4,Drive Unit Install,95,false,2026-02-24 00:00:00
1686,9,Quality Inspection,106,false,2026-01-02 00:00:00
1687,5,Welding,108,false,2026-01-30 00:00:00
1688,1,Stamping,33,false,2025-08-11 00:00:00
1689,11,Painting,52,false,2025-11-26 00:00:00
1690,8,Battery Integration,70,false,2025-09-10 00:00:00
1691,3,Painting,19,false,2026-03-31 00:00:00
1692,11,Final Assembly,85,false,2025-04-23 00:00:00
1693,4,Quality Inspection,116,false,2025-06-20 00:00:00
1694,9,Stamping,66,false,2026-03-18 00:00:00
1695,1,Stamping,120,false,2025-12-05 00:00:00
1696,1,Welding,39,false,2026-01-05 00:00:00
1697,7,Quality Inspection,101,false,2025-01-10 00:00:00
1698,5,Drive Unit Install,20,false,2025-07-28 00:00:00
1699,8,Stamping,72,false,2025-05-17 00:00:00
1700,5,Painting,25,false,2025-08-30 00:00:00
1701,5,Quality Inspection,102,false,2025-02-16 00:00:00
1702,8,Painting,119,false,2025-07-26 00:00:00
1703,3,Stamping,84,false,2025-01-09 00:00:00
1704,11,Final Assembly,101,false,2025-03-12 00:00:00
1705,8,Drive Unit Install,74,false,2025-06-06 00:00:00
1706,5,Stamping,105,false,2026-03-18 00:00:00
1707,7,Welding,36,false,2026-03-16 00:00:00
1708,11,Welding,102,false,2025-09-24 00:00:00
1709,10,Final Assembly,22,false,2025-02-27 00:00:00
1710,10,Drive Unit Install,86,false,2026-02-16 00:00:00
1711,6,Drive Unit Install,101,false,2026-01-30 00:00:00
1712,5,Painting,67,false,2026-03-25 00:00:00
1713,3,Welding,38,false,2025-06-22 00:00:00
1714,7,Drive Unit Install,80,false,2025-02-19 00:00:00
1715,11,Drive Unit Install,49,false,2025-07-12 00:00:00
1716,7,Stamping,118,false,2025-06-07 00:00:00
1717,2,Battery Integration,63,false,2025-01-27 00:00:00
1718,2,Final Assembly,23,true,2025-08-13 00:00:00
1719,7,Quality Inspection,41,false,2026-01-16 00:00:00
1720,8,Welding,107,false,2026-03-29 00:00:00
1721,10,Final Assembly,65,false,2026-04-18 00:00:00
1722,3,Quality Inspection,88,false,2025-03-02 00:00:00
1723,6,Final Assembly,67,false,2025-07-25 00:00:00
1724,2,Stamping,42,false,2025-04-15 00:00:00
1725,9,Battery Integration,103,false,2025-04-02 00:00:00
1726,2,Battery Integration,48,false,2025-05-17 00:00:00
1727,6,Final Assembly,110,false,2025-12-19 00:00:00
1728,10,Battery Integration,105,false,2025-09-21 00:00:00
1729,9,Quality Inspection,35,false,2025-01-10 00:00:00
1730,3,Painting,82,false,2025-04-22 00:00:00
1731,1,Stamping,60,false,2025-01-17 00:00:00
1732,4,Painting,92,false,2026-01-01 00:00:00
1733,8,Stamping,57,false,2025-02-25 00:00:00
1734,6,Painting,94,false,2026-01-28 00:00:00
1735,2,Battery Integration,63,false,2025-08-01 00:00:00
1736,10,Final Assembly,21,false,2025-06-08 00:00:00
1737,1,Painting,113,false,2025-07-06 00:00:00
1738,8,Painting,99,false,2025-12-17 00:00:00
1739,4,Battery Integration,44,false,2025-08-16 00:00:00
1740,3,Quality Inspection,119,false,2025-11-22 00:00:00
1741,3,Battery Integration,35,false,2025-08-15 00:00:00
1742,1,Stamping,40,false,2025-08-20 00:00:00
1743,2,Quality Inspection,27,false,2026-03-16 00:00:00
1744,7,Quality Inspection,15,false,2025-02-13 00:00:00
1745,10,Painting,46,false,2025-01-07 00:00:00
1746,9,Welding,15,false,2025-03-29 00:00:00
1747,8,Final Assembly,31,true,2025-10-31 00:00:00
1748,1,Battery Integration,85,false,2025-09-09 00:00:00
1749,5,Stamping,41,false,2025-03-10 00:00:00
1750,1,Quality Inspection,62,false,2025-08-01 00:00:00
1751,7,Drive Unit Install,114,false,2025-09-14 00:00:00
1752,2,Final Assembly,59,false,2025-08-04 00:00:00
1753,3,Quality Inspection,85,false,2025-04-29 00:00:00
1754,8,Welding,113,false,2025-09-17 00:00:00
1755,4,Welding,107,false,2025-07-01 00:00:00
1756,1,Battery Integration,120,false,2025-07-23 00:00:00
1757,3,Drive Unit Install,49,false,2025-08-06 00:00:00
1758,10,Quality Inspection,47,false,2026-01-26 00:00:00
1759,10,Drive Unit Install,47,false,2026-02-18 00:00:00
1760,3,Drive Unit Install,116,false,2025-06-11 00:00:00
1761,6,Final Assembly,33,false,2025-12-09 00:00:00
1762,11,Painting,42,false,2025-05-26 00:00:00
1763,6,Battery Integration,107,false,2025-04-12 00:00:00
1764,6,Welding,23,false,2025-06-14 00:00:00
1765,3,Quality Inspection,57,false,2025-01-28 00:00:00
1766,4,Quality Inspection,74,false,2025-10-11 00:00:00
1767,3,Stamping,108,false,2026-04-09 00:00:00
1768,5,Stamping,73,false,2026-03-14 00:00:00
1769,1,Drive Unit Install,72,false,2025-08-13 00:00:00
1770,2,Final Assembly,102,false,2025-01-07 00:00:00
1771,8,Battery Integration,119,false,2026-02-16 00:00:00
1772,9,Welding,96,false,2026-01-29 00:00:00
1773,9,Welding,46,false,2025-03-31 00:00:00
1774,10,Battery Integration,108,false,2026-01-07 00:00:00
1775,6,Welding,84,false,2025-02-12 00:00:00
1776,11,Quality Inspection,19,false,2026-02-16 00:00:00
1777,7,Drive Unit Install,106,false,2025-07-31 00:00:00
1778,10,Battery Integration,68,false,2025-11-17 00:00:00
1779,7,Welding,43,false,2025-02-22 00:00:00
1780,6,Stamping,33,false,2025-05-29 00:00:00
1781,10,Final Assembly,17,false,2025-11-15 00:00:00
1782,9,Stamping,49,false,2025-10-26 00:00:00
1783,11,Battery Integration,53,false,2026-03-09 00:00:00
1784,5,Battery Integration,109,false,2025-03-19 00:00:00
1785,6,Painting,50,true,2025-03-07 00:00:00
1786,1,Stamping,58,false,2026-02-06 00:00:00
1787,11,Drive Unit Install,114,false,2025-10-03 00:00:00
1788,3,Painting,59,false,2025-07-29 00:00:00
1789,11,Stamping,77,false,2025-05-05 00:00:00
1790,7,Painting,60,false,2025-10-07 00:00:00
1791,1,Battery Integration,63,false,2025-08-02 00:00:00
1792,6,Painting,31,false,2025-08-11 00:00:00
1793,6,Stamping,52,false,2025-01-15 00:00:00
1794,1,Welding,64,false,2026-04-14 00:00:00
1795,5,Battery Integration,82,false,2025-10-09 00:00:00
1796,4,Final Assembly,25,false,2026-02-15 00:00:00
1797,5,Battery Integration,31,false,2026-03-06 00:00:00
1798,2,Final Assembly,53,false,2026-01-08 00:00:00
1799,11,Painting,38,false,2026-01-22 00:00:00
1800,1,Final Assembly,67,false,2025-12-15 00:00:00
1801,10,Stamping,22,true,2025-04-21 00:00:00
1802,9,Quality Inspection,54,false,2025-01-14 00:00:00
1803,10,Welding,19,false,2025-04-18 00:00:00
1804,8,Drive Unit Install,93,false,2025-02-19 00:00:00
1805,2,Quality Inspection,97,false,2025-12-18 00:00:00
1806,10,Drive Unit Install,60,false,2025-09-15 00:00:00
1807,9,Painting,51,false,2026-03-19 00:00:00
1808,2,Stamping,35,false,2025-05-19 00:00:00
1809,5,Final Assembly,82,false,2025-06-04 00:00:00
1810,2,Stamping,106,false,2025-06-21 00:00:00
1811,10,Drive Unit Install,73,false,2026-01-08 00:00:00
1812,4,Final Assembly,79,false,2025-08-06 00:00:00
1813,4,Welding,85,false,2026-01-04 00:00:00
1814,9,Battery Integration,110,false,2026-01-11 00:00:00
1815,6,Stamping,63,false,2026-03-04 00:00:00
1816,5,Stamping,81,false,2026-04-05 00:00:00
1817,9,Welding,118,false,2025-03-12 00:00:00
1818,11,Drive Unit Install,28,false,2026-02-16 00:00:00
1819,11,Welding,30,false,2026-03-20 00:00:00
1820,11,Stamping,63,false,2025-02-05 00:00:00
1821,1,Painting,120,false,2025-02-06 00:00:00
1822,11,Welding,107,false,2025-12-24 00:00:00
1823,3,Quality Inspection,90,false,2026-04-15 00:00:00
1824,3,Battery Integration,115,false,2025-08-24 00:00:00
1825,6,Quality Inspection,16,false,2025-04-02 00:00:00
1826,9,Welding,18,false,2025-11-27 00:00:00
1827,2,Quality Inspection,86,false,2026-04-10 00:00:00
1828,9,Stamping,89,false,2025-05-21 00:00:00
1829,9,Welding,109,false,2025-07-25 00:00:00
1830,9,Drive Unit Install,76,false,2025-09-11 00:00:00
1831,9,Battery Integration,113,false,2026-02-17 00:00:00
1832,5,Drive Unit Install,70,false,2026-04-06 00:00:00
1833,9,Drive Unit Install,105,false,2026-01-01 00:00:00
1834,1,Battery Integration,59,false,2026-03-10 00:00:00
1835,9,Welding,114,false,2026-01-15 00:00:00
1836,4,Battery Integration,117,false,2025-09-21 00:00:00
1837,6,Battery Integration,20,false,2025-07-14 00:00:00
1838,10,Stamping,44,false,2025-06-08 00:00:00
1839,7,Stamping,117,false,2026-03-14 00:00:00
1840,2,Painting,119,false,2025-07-31 00:00:00
1841,11,Welding,71,false,2025-12-02 00:00:00
1842,9,Quality Inspection,78,false,2025-01-27 00:00:00
1843,11,Quality Inspection,21,false,2026-03-27 00:00:00
1844,8,Quality Inspection,57,false,2025-01-21 00:00:00
1845,4,Drive Unit Install,72,false,2025-08-19 00:00:00
1846,5,Battery Integration,61,false,2025-12-12 00:00:00
1847,5,Welding,88,true,2025-04-20 00:00:00
1848,3,Stamping,34,false,2026-01-09 00:00:00
1849,7,Battery Integration,18,false,2025-04-29 00:00:00
1850,1,Drive Unit Install,119,false,2026-04-02 00:00:00
1851,4,Final Assembly,106,false,2025-04-15 00:00:00
1852,10,Painting,60,false,2026-03-30 00:00:00
1853,8,Final Assembly,88,false,2025-01-10 00:00:00
3006,10,Stamping,115,false,2025-08-30 00:00:00
1854,10,Battery Integration,98,false,2025-02-17 00:00:00
1855,7,Painting,117,false,2025-06-29 00:00:00
1856,1,Final Assembly,117,false,2025-12-03 00:00:00
1857,3,Quality Inspection,108,false,2026-04-03 00:00:00
1858,11,Painting,26,false,2026-01-26 00:00:00
1859,2,Painting,37,false,2025-04-24 00:00:00
1860,6,Painting,60,false,2025-09-18 00:00:00
1861,8,Drive Unit Install,15,false,2025-10-05 00:00:00
1862,2,Welding,35,false,2025-10-20 00:00:00
1863,11,Drive Unit Install,66,false,2025-12-10 00:00:00
1864,6,Drive Unit Install,64,false,2025-05-11 00:00:00
1865,5,Painting,42,false,2026-01-01 00:00:00
1866,11,Quality Inspection,97,false,2025-07-31 00:00:00
1867,2,Quality Inspection,96,true,2025-05-25 00:00:00
1868,5,Drive Unit Install,95,false,2026-01-31 00:00:00
1869,8,Quality Inspection,66,false,2025-01-20 00:00:00
1870,6,Quality Inspection,41,false,2025-12-01 00:00:00
1871,9,Welding,106,false,2025-06-29 00:00:00
1872,9,Painting,78,false,2025-10-18 00:00:00
1873,8,Drive Unit Install,114,false,2026-01-08 00:00:00
1874,7,Final Assembly,69,false,2025-07-19 00:00:00
1875,9,Welding,60,false,2025-08-24 00:00:00
1876,5,Stamping,63,false,2026-01-12 00:00:00
1877,2,Stamping,16,false,2026-01-26 00:00:00
1878,4,Quality Inspection,115,false,2025-07-31 00:00:00
1879,6,Stamping,110,false,2025-11-23 00:00:00
1880,4,Final Assembly,99,false,2026-02-03 00:00:00
1881,3,Battery Integration,20,false,2025-06-09 00:00:00
1882,5,Final Assembly,70,false,2025-03-29 00:00:00
1883,8,Battery Integration,43,false,2026-04-18 00:00:00
1884,11,Quality Inspection,21,false,2025-10-14 00:00:00
1885,11,Stamping,75,false,2025-09-14 00:00:00
1886,2,Battery Integration,105,false,2025-06-19 00:00:00
1887,9,Battery Integration,99,false,2025-08-28 00:00:00
1888,10,Painting,35,false,2026-03-04 00:00:00
1889,2,Drive Unit Install,115,false,2026-03-20 00:00:00
1890,6,Battery Integration,91,false,2025-12-24 00:00:00
1891,8,Final Assembly,73,false,2025-03-26 00:00:00
1892,3,Quality Inspection,96,false,2025-12-25 00:00:00
1893,4,Welding,45,false,2025-11-27 00:00:00
1894,2,Drive Unit Install,107,false,2025-11-26 00:00:00
1895,8,Quality Inspection,117,false,2026-01-10 00:00:00
1896,5,Welding,66,false,2025-09-30 00:00:00
1897,9,Stamping,92,false,2025-12-21 00:00:00
1898,10,Final Assembly,99,false,2026-04-11 00:00:00
1899,1,Quality Inspection,101,false,2025-02-25 00:00:00
1900,6,Battery Integration,55,false,2025-06-27 00:00:00
1901,2,Quality Inspection,30,false,2025-06-30 00:00:00
1902,10,Welding,70,false,2025-11-07 00:00:00
1903,6,Final Assembly,85,false,2025-04-17 00:00:00
1904,11,Stamping,87,false,2025-12-04 00:00:00
1905,9,Stamping,31,false,2025-03-23 00:00:00
1906,4,Final Assembly,98,false,2026-02-10 00:00:00
1907,1,Drive Unit Install,15,false,2025-11-19 00:00:00
1908,4,Battery Integration,35,false,2025-06-22 00:00:00
1909,11,Painting,26,false,2025-06-19 00:00:00
1910,2,Stamping,50,false,2026-04-16 00:00:00
1911,10,Welding,38,false,2025-03-07 00:00:00
1912,1,Final Assembly,57,false,2026-02-25 00:00:00
1913,9,Final Assembly,81,false,2025-04-04 00:00:00
1914,6,Stamping,110,false,2026-03-10 00:00:00
1915,9,Quality Inspection,23,false,2026-02-14 00:00:00
1916,3,Painting,84,false,2025-03-19 00:00:00
1917,8,Stamping,39,false,2025-05-09 00:00:00
1918,3,Painting,28,false,2025-11-10 00:00:00
1919,11,Drive Unit Install,96,false,2025-06-26 00:00:00
1920,10,Quality Inspection,118,false,2025-10-04 00:00:00
1921,5,Stamping,95,false,2026-01-03 00:00:00
1922,9,Final Assembly,114,false,2025-04-03 00:00:00
1923,9,Battery Integration,42,false,2025-08-03 00:00:00
1924,4,Final Assembly,60,true,2025-08-05 00:00:00
1925,7,Welding,107,false,2026-04-15 00:00:00
1926,1,Battery Integration,72,false,2025-09-13 00:00:00
1927,4,Quality Inspection,111,false,2025-06-02 00:00:00
1928,2,Painting,22,false,2026-01-24 00:00:00
1929,5,Battery Integration,49,false,2025-07-21 00:00:00
1930,9,Welding,22,false,2026-02-23 00:00:00
1931,9,Battery Integration,116,false,2025-06-28 00:00:00
1932,6,Welding,45,false,2026-04-17 00:00:00
1933,7,Drive Unit Install,45,false,2025-09-29 00:00:00
1934,7,Painting,23,false,2025-11-05 00:00:00
1935,11,Drive Unit Install,47,false,2025-01-05 00:00:00
1936,7,Final Assembly,115,false,2025-06-21 00:00:00
1937,6,Welding,111,false,2025-10-21 00:00:00
1938,5,Final Assembly,37,false,2025-03-11 00:00:00
1939,3,Drive Unit Install,29,false,2025-03-28 00:00:00
1940,7,Painting,60,false,2025-02-28 00:00:00
1941,10,Drive Unit Install,108,false,2025-01-24 00:00:00
1942,1,Welding,38,false,2025-01-02 00:00:00
1943,10,Painting,29,false,2025-11-18 00:00:00
1944,7,Stamping,58,false,2025-10-21 00:00:00
1945,6,Welding,89,false,2025-07-21 00:00:00
1946,5,Battery Integration,91,false,2025-08-28 00:00:00
1947,4,Painting,52,false,2026-04-25 00:00:00
1948,5,Battery Integration,25,false,2025-10-09 00:00:00
1949,10,Painting,37,false,2025-07-27 00:00:00
1950,4,Painting,21,false,2025-04-07 00:00:00
1951,9,Battery Integration,54,false,2025-08-08 00:00:00
1952,11,Stamping,108,false,2025-10-21 00:00:00
1953,5,Drive Unit Install,97,false,2025-02-15 00:00:00
1954,8,Welding,19,false,2025-03-19 00:00:00
1955,2,Final Assembly,75,false,2025-01-19 00:00:00
1956,11,Welding,33,false,2026-02-02 00:00:00
1957,6,Welding,64,false,2025-11-22 00:00:00
1958,10,Battery Integration,20,false,2025-11-17 00:00:00
1959,6,Quality Inspection,25,false,2026-02-25 00:00:00
1960,11,Final Assembly,93,false,2025-03-18 00:00:00
1961,4,Drive Unit Install,90,false,2025-04-15 00:00:00
1962,1,Welding,48,false,2025-05-11 00:00:00
1963,3,Final Assembly,94,false,2025-04-19 00:00:00
1964,6,Stamping,62,false,2025-11-10 00:00:00
1965,4,Painting,68,false,2025-07-23 00:00:00
1966,4,Painting,63,false,2025-12-05 00:00:00
1967,3,Final Assembly,87,false,2026-01-15 00:00:00
1968,2,Battery Integration,27,true,2025-07-10 00:00:00
1969,4,Painting,62,false,2025-03-03 00:00:00
1970,6,Drive Unit Install,21,false,2025-08-16 00:00:00
1971,6,Quality Inspection,112,false,2025-06-13 00:00:00
1972,2,Final Assembly,116,false,2025-05-24 00:00:00
1973,5,Battery Integration,30,false,2025-06-14 00:00:00
1974,9,Welding,64,false,2025-01-10 00:00:00
1975,9,Battery Integration,100,false,2026-01-18 00:00:00
1976,10,Stamping,72,false,2025-06-04 00:00:00
1977,6,Drive Unit Install,67,false,2026-03-14 00:00:00
1978,2,Final Assembly,55,false,2025-05-21 00:00:00
1979,7,Battery Integration,109,false,2025-08-06 00:00:00
1980,7,Battery Integration,102,false,2025-04-18 00:00:00
1981,9,Welding,85,false,2025-04-16 00:00:00
1982,11,Quality Inspection,73,false,2025-12-20 00:00:00
1983,3,Painting,101,false,2026-03-31 00:00:00
1984,11,Drive Unit Install,86,false,2026-01-30 00:00:00
1985,1,Stamping,53,false,2025-01-28 00:00:00
1986,6,Welding,25,false,2026-03-27 00:00:00
1987,4,Quality Inspection,113,false,2025-09-14 00:00:00
1988,7,Final Assembly,35,false,2026-04-09 00:00:00
1989,9,Battery Integration,94,false,2025-02-22 00:00:00
1990,9,Final Assembly,110,false,2025-12-13 00:00:00
1991,8,Welding,99,false,2026-01-13 00:00:00
1992,7,Quality Inspection,120,false,2025-12-07 00:00:00
1993,2,Stamping,18,false,2026-04-04 00:00:00
1994,11,Drive Unit Install,87,false,2025-07-24 00:00:00
1995,5,Stamping,71,false,2026-02-05 00:00:00
1996,7,Final Assembly,81,false,2025-01-19 00:00:00
1997,1,Quality Inspection,86,false,2025-12-20 00:00:00
1998,5,Stamping,58,false,2025-05-11 00:00:00
1999,2,Final Assembly,15,false,2026-02-01 00:00:00
2000,3,Stamping,75,false,2025-03-14 00:00:00
2001,3,Drive Unit Install,116,false,2025-02-18 00:00:00
2002,6,Painting,28,false,2025-11-08 00:00:00
2003,2,Battery Integration,23,false,2025-10-23 00:00:00
2004,4,Painting,27,false,2026-01-14 00:00:00
2005,7,Battery Integration,29,false,2026-01-24 00:00:00
2006,11,Painting,28,false,2025-09-04 00:00:00
2007,11,Welding,104,false,2026-03-21 00:00:00
